Unnamed: 0,prefix_v4,status,status_name,prefix_v6,is_anchor,last_connected,tags,type,address_v6,latitude,longitude,id,address_v4,country_code,is_public,asn_v4,asn_v6,status_since,first_connected,total_uptime,cc
8,41.250.152.0/21,3.0,Abandoned,,False,1468176698.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,33.5975,-7.6305,21740.0,41.250.159.124,MA,True,36903.0,,1468176698.0,1439628244.0,12587368.0,MA
9,,0.0,Never Connected,,False,,"['system-dns-problem-suspected', 'system-v3']",Probe,,34.0295,-5.0015,22624.0,,MA,True,,,,,0.0,MA
10,41.249.208.0/21,3.0,Abandoned,,False,1549147508.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'adsl', 'ipv4', 'home']",Probe,,32.3385,-6.3615,22933.0,41.249.212.137,MA,True,36903.0,,1549147508.0,1427355666.0,88743559.0,MA
11,81.192.160.0/20,3.0,Abandoned,2001:67c:2e8::/48,False,1481815052.0,"['system-ipv6-capable', 'system-ipv4-capable', 'broken', 'system-v3']",Probe,2001:67c:2e8:13:16cc:20ff:fe48:c44c,33.9075,-6.9915,26130.0,81.192.170.29,MA,True,6713.0,3333.0,1481815052.0,1459786394.0,2220878.0,MA
12,160.176.216.0/21,3.0,Abandoned,,False,1466190885.0,"['system-ipv6-capable', 'system-ipv4-capable', 'system-v3']",Probe,fd0b:d9d8:9e3d:0:c66e:1fff:fe5b:efe4,33.9715,-6.8515,26938.0,160.176.217.87,MA,True,36903.0,,1466190885.0,1452033293.0,9411002.0,MA
13,41.249.16.0/21,3.0,Abandoned,,False,1495500787.0,"['system-flash-drive-filesystem-corrupted', '4g', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'lte', 'system-v3', 'isp', 'multihomed', 'adsl', 'ipv4', 'home', 'fibre']",Probe,,33.9105,-6.9905,29157.0,41.249.18.131,MA,True,36903.0,,1495500787.0,1476962027.0,16035543.0,MA
14,196.75.120.0/21,1.0,Connected,,False,1600959473.0,"['system-ipv4-stable-1d', 'system-doesnt-resolve-aaaa', 'system-resolves-a-correctly', 'system-ipv6-doesnt-work', 'system-ipv4-works', 'system-ipv6-capable', 'system-ipv4-rfc1918', 'system-ipv6-ula', 'system-ipv4-capable', 'system-v3']",Probe,fd0b:d9d8:9e3d:0:ee08:6bff:fe73:281a,33.9695,-6.9005,30145.0,196.75.124.141,MA,True,36903.0,,1600943593.0,1496695950.0,65907338.0,MA
15,160.179.0.0/21,1.0,Connected,,False,1600959473.0,"['system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-ipv4-works', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'nat', 'home', 'dsl']",Probe,,30.4095,-9.5615,32925.0,160.179.1.146,MA,True,36903.0,,1600939061.0,1505835061.0,91295474.0,MA
16,41.140.224.0/21,3.0,Abandoned,,False,1588082352.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,33.8205,-6.2395,35067.0,41.140.228.50,MA,True,36903.0,,1588082352.0,1523820850.0,60242371.0,MA
17,41.249.0.0/20,3.0,Abandoned,,False,1556034198.0,"['system-v4', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-auto-geoip-city']",Probe,,34.0115,-6.8395,51069.0,,MA,False,36903.0,,1556034198.0,1556032664.0,1534.0,MA
18,196.75.96.0/21,3.0,Abandoned,,False,1559003507.0,"['system-v4', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-auto-geoip-city']",Probe,,34.0115,-6.8415,51229.0,,MA,False,36903.0,,1559003507.0,1557199796.0,1336342.0,MA
19,41.140.192.0/21,3.0,Abandoned,,False,1553606033.0,"['system-v4', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-auto-geoip-city']",Probe,,34.2575,-6.5815,51530.0,,MA,False,36903.0,,1553606033.0,1553264865.0,338284.0,MA
20,196.200.160.0/19,3.0,Abandoned,,False,1570014704.0,"['system-no-controller-connection', 'system-v4', 'system-ipv4-rfc1918', 'system-ipv4-capable']",Probe,,33.6785,-7.3805,51542.0,196.200.169.246,MA,True,30983.0,,1570014704.0,1551945646.0,3002598.0,MA
0,,3.0,Abandoned,,False,1386235097.0,"['system-ipv4-rfc1918', 'system-v3', 'nat']",Probe,,-4.3295,15.3105,10876.0,,CD,True,,,1386235097.0,1384430766.0,1226446.0,CD
1,196.216.216.0/23,1.0,Connected,,False,1600959507.0,"['system-resolver-mangles-case', 'system-ipv4-works', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-4.3885,15.9705,15269.0,196.216.216.10,CD,True,327875.0,,1600887026.0,1435830041.0,92271399.0,CD
2,217.171.88.0/24,3.0,Abandoned,,False,1470129553.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-capable', 'system-v3', 'isp', 'ipv4', 'no-nat', 'datacentre', 'fibre']",Probe,,-4.4395,15.2675,24406.0,217.171.88.218,CD,True,43256.0,,1470129553.0,1449485591.0,14362904.0,CD
3,217.171.94.0/24,3.0,Abandoned,,False,,"['system-no-flash-drive', 'system-ipv4-capable', 'system-v3']",Probe,,-4.4405,15.2695,24754.0,217.171.94.58,CD,True,43256.0,,1499249214.0,,279.0,CD
4,217.171.92.0/24,3.0,Abandoned,,False,1578100638.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-capable', 'system-v3', 'wireless-isp', 'ipv4', 'no-nat', 'datacentre', 'fibre']",Probe,,-4.3225,15.3075,26710.0,217.171.92.66,CD,True,43256.0,,1578100638.0,1576089965.0,1996587.0,CD
5,41.243.7.0/24,3.0,Abandoned,,False,1481476731.0,"['system-trying-to-connect', 'system-flash-drive-filesystem-corrupted', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'academic', 'datacentre', 'satellite']",Probe,,-4.4385,15.2675,27408.0,41.243.7.234,CD,True,37020.0,,1481476731.0,1450351014.0,10624564.0,CD
6,41.138.240.0/23,3.0,Abandoned,,False,1550445119.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,1.3575,29.0315,29991.0,,CD,False,12684.0,,1550445119.0,1500192850.0,41685009.0,CD
7,,0.0,Never Connected,,False,,"['system-dns-problem-suspected', 'system-v3']",Probe,,-11.6895,27.4975,32207.0,,CD,True,,,,,0.0,CD
8,,0.0,Never Connected,,False,,['system-v3'],Probe,,-11.6895,27.4995,32247.0,,CD,True,,,,,0.0,CD
9,169.255.190.0/24,3.0,Abandoned,,False,1547472745.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-auto-geoip-city', 'system-v3']",Probe,,-6.1505,23.5985,33335.0,,CD,False,327879.0,,1547472745.0,1547471814.0,2395.0,CD
10,,0.0,Never Connected,,False,,['system-v4'],Probe,,-1.6615,29.2185,51923.0,,CD,True,,,,,0.0,CD
0,,3.0,Abandoned,,False,1354965001.0,"['system-ipv4-rfc1918', 'system-auto-geoip-country', 'system-v2', 'nat', 'office']",Probe,,8.0015,-4.9985,2389.0,,CI,False,,,1354965001.0,1344016820.0,8826811.0,CI
1,,0.0,Never Connected,,False,,['system-v3'],Probe,,5.3375,-4.0295,11161.0,,CI,True,,,,,0.0,CI
2,,0.0,Never Connected,,False,,['system-v3'],Probe,,5.3375,-4.0325,11201.0,,CI,True,,,,,0.0,CI
3,,3.0,Abandoned,,False,1386780084.0,"['system-ipv4-rfc1918', 'system-v3', 'nat']",Probe,,7.5385,-5.5515,11922.0,,CI,True,,,1386780084.0,1379409810.0,3985200.0,CI
4,,3.0,Abandoned,,False,1379604429.0,"['system-flash-drive-filesystem-corrupted', 'system-v3']",Probe,,5.3375,-4.0305,11941.0,,CI,True,,,1379604429.0,1379604248.0,362.0,CI
5,,3.0,Abandoned,,False,1406716840.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-rfc1918', 'system-v3', 'nat']",Probe,,7.5405,-5.5515,12727.0,,CI,True,,,1406716840.0,1391156783.0,11785951.0,CI
6,41.207.197.0/24,3.0,Abandoned,,False,1400062915.0,"['system-ipv4-rfc1918', 'system-flash-drive-filesystem-corrupted', 'system-ipv4-capable', 'system-v3', 'nat']",Probe,,5.3585,-3.9705,12852.0,41.207.197.192,CI,True,29571.0,,1400062915.0,1385363942.0,5951946.0,CI
7,154.68.55.0/24,3.0,Abandoned,,False,1469707649.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'nat', 'office', 'dsl']",Probe,,5.2975,-4.0015,13130.0,154.68.55.205,CI,True,29571.0,,1469707649.0,1394315135.0,22856090.0,CI
8,,3.0,Abandoned,,False,1405412037.0,"['system-ipv4-rfc1918', 'system-v3']",Probe,,5.3195,-4.0285,14485.0,,CI,True,,,1405412037.0,1405355917.0,2080.0,CI
9,,3.0,Abandoned,,False,1405420136.0,"['system-ipv4-rfc1918', 'system-v3']",Probe,,5.3205,-4.0285,14487.0,,CI,True,,,1405420136.0,1405419150.0,1117.0,CI
10,,3.0,Abandoned,,False,1405416670.0,"['system-ipv4-rfc1918', 'system-v3']",Probe,,5.3195,-4.0285,14495.0,,CI,True,,,1405416670.0,1405415621.0,953.0,CI
11,213.136.105.0/24,3.0,Abandoned,,False,1520005850.0,"['system-flakey-connection', 'system-dns-problem-suspected', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,5.3895,-3.9695,18775.0,213.136.105.5,CI,True,29571.0,,1520005850.0,1424963735.0,84254859.0,CI
12,41.207.197.0/24,3.0,Abandoned,,False,1468108889.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,5.3275,-4.3685,19490.0,41.207.197.192,CI,True,29571.0,,1468108889.0,1420833670.0,26382778.0,CI
13,41.242.32.0/24,3.0,Abandoned,,False,1445218449.0,"['system-ipv4-capable', 'system-v3']",Probe,,5.3205,-4.0305,21156.0,41.242.32.44,CI,True,37475.0,,1445218449.0,1428580151.0,19270686.0,CI
14,,0.0,Never Connected,,False,,['system-v3'],Probe,,5.3115,-3.9625,23509.0,,CI,True,,,,,0.0,CI
15,197.159.209.0/24,3.0,Abandoned,,False,1473156901.0,"['system-readonly-flash-drive', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,5.3185,-4.0325,23512.0,197.159.209.29,CI,True,37381.0,,1473156901.0,1434408728.0,33045513.0,CI
16,,0.0,Never Connected,,False,,['system-v3'],Probe,,5.3575,-4.0085,33781.0,,CI,True,,,,,0.0,CI
17,160.120.171.0/24,2.0,Disconnected,,False,1598126433.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,5.3475,-3.9885,33991.0,160.120.171.19,CI,True,29571.0,,1598126433.0,1515004417.0,64021802.0,CI
0,41.74.164.0/23,3.0,Abandoned,,False,1432274006.0,"['system-no-controller-connection', 'system-ipv4-capable', 'system-v1', 'no-nat']",Probe,,-1.9415,30.0895,253.0,41.74.165.98,RW,True,37228.0,,1432274006.0,1309263216.0,113725008.0,RW
1,196.12.128.0/19,3.0,Abandoned,,False,1443857311.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v2', 'nat']",Probe,,-1.9515,30.0595,4642.0,196.12.130.12,RW,True,21174.0,,1443857311.0,1362548198.0,6839057.0,RW
2,196.49.7.0/24,1.0,Connected,,True,1600959493.0,"['system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-ipv4-works', 'system-v3-pc-engines', 'system-ipv4-capable', 'system-anchor']",Probe,,-1.9425,30.0905,6361.0,196.49.7.52,RW,True,328014.0,,1600907114.0,1526458884.0,73105032.0,RW
3,,0.0,Never Connected,,False,,['system-v3'],Probe,,-1.9515,30.0615,10183.0,,RW,True,,,,,0.0,RW
4,102.22.128.0/18,2.0,Disconnected,2c0f:eb68::/32,False,1600909530.0,"['system-trying-to-connect', 'system-flash-drive-filesystem-corrupted', 'system-ipv6-capable', 'ftth', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,2c0f:eb68:200:8100:6666:b3ff:feb0:f1d4,-1.9405,30.0595,14955.0,102.22.161.221,RW,True,36924.0,36924.0,1600909530.0,1393658240.0,72003846.0,RW
5,41.216.101.0/24,3.0,Abandoned,,False,1580481710.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-auto-geoip-country', 'system-v3']",Probe,,-2.0015,29.9975,15912.0,,RW,False,37006.0,,1580481710.0,1421049890.0,21286841.0,RW
6,,3.0,Abandoned,,False,1413813665.0,"['system-auto-geoip-country', 'system-v3']",Probe,,-2.0015,29.9995,15952.0,,RW,False,,,1413813665.0,1413537400.0,302099.0,RW
7,197.243.48.0/20,3.0,Abandoned,2001:da8::/32,False,1431083654.0,"['system-no-flash-drive', 'system-ipv4-rfc1918', 'system-ipv6-capable', 'system-ipv4-capable', 'system-v3']",Probe,2001:da8:205:40c1:6666:b3ff:fed1:1878,-1.9525,30.0905,16261.0,197.243.60.14,RW,True,37228.0,23910.0,1431083654.0,1431069038.0,15683.0,RW
8,,3.0,Abandoned,,False,1416662220.0,"['system-ipv4-rfc1918', 'system-auto-geoip-country', 'system-v3']",Probe,,-1.9995,30.0005,17266.0,,RW,False,,,1416662220.0,1413454013.0,2707379.0,RW
9,,0.0,Never Connected,,False,,"['system-dns-problem-suspected', 'system-v3']",Probe,,-1.9425,29.8695,17640.0,,RW,True,,,,,0.0,RW
10,41.197.0.0/16,3.0,Abandoned,,False,1503994667.0,"['system-ipv4-capable', 'known-ipv6-issues', 'known-ipv4-issues', 'system-v3', 'cable']",Probe,,-1.9415,29.8705,17662.0,41.197.30.86,RW,True,36934.0,,1503994667.0,1413541852.0,70864687.0,RW
11,41.242.142.0/24,3.0,Abandoned,,False,1500051883.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-1.9415,29.8685,17932.0,41.242.142.194,RW,True,22690.0,,1500051883.0,1413983104.0,81934545.0,RW
12,41.186.0.0/16,3.0,Abandoned,,False,1441864701.0,"['system-ipv4-capable', 'known-ipv6-issues', 'known-ipv4-issues', 'system-v3', 'cable']",Probe,,-1.9415,29.8685,17933.0,41.186.47.59,RW,True,36890.0,,1441864701.0,1413814258.0,19649157.0,RW
13,197.243.48.0/20,3.0,Abandoned,,False,1436609735.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-1.9385,29.8685,17938.0,197.243.48.197,RW,True,37228.0,,1436609735.0,1414149619.0,7735260.0,RW
14,197.234.244.0/22,3.0,Abandoned,,False,1428842832.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'known-ipv4-issues', 'system-v3', 'cable']",Probe,,-1.9525,30.0605,17971.0,197.234.245.117,RW,True,37547.0,,1428842832.0,1412848578.0,3719345.0,RW
15,196.12.143.0/24,3.0,Abandoned,2c0f:fe30::/32,False,1448867412.0,"['system-ipv4-rfc1918', 'system-ipv6-capable', 'system-ipv4-capable', 'system-v3']",Probe,2c0f:fe30:64:1:6666:b3ff:fec5:824,-1.9395,29.8715,17987.0,196.12.143.1,RW,True,30844.0,37006.0,1448867412.0,1412937263.0,11409466.0,RW
16,197.157.128.0/18,1.0,Connected,,False,1600959493.0,"['system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-ipv4-works', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-1.9295,30.0975,21607.0,197.157.161.142,RW,True,327707.0,,1600954549.0,1440925924.0,141680721.0,RW
17,41.222.244.0/23,3.0,Abandoned,,False,1469541901.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-2.6185,29.7415,21698.0,,RW,False,37010.0,,1469541901.0,1464272124.0,346453.0,RW
18,105.16.0.0/12,3.0,Abandoned,2c0f:feb0::/32,False,1475740542.0,"['system-ipv4-rfc1918', 'system-ipv6-capable', 'system-ipv4-capable', 'system-v3']",Probe,2c0f:feb0:5:2::16,-1.9685,30.1015,25288.0,105.27.224.6,RW,True,37100.0,37100.0,1475740542.0,1463056446.0,8445.0,RW
19,,0.0,Never Connected,,False,,"['system-flash-drive-filesystem-corrupted', 'system-v3']",Probe,,-2.6195,29.7395,33956.0,,RW,True,,,,,0.0,RW
20,196.12.132.0/24,3.0,Abandoned,,False,1584645768.0,"['system-v4', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'fibre']",Probe,,-1.9295,30.0795,50756.0,196.12.132.211,RW,True,37006.0,,1584645768.0,1561131527.0,22739677.0,RW
0,196.192.112.0/23,2.0,Disconnected,2001:43f8:90::/48,False,1598972000.0,"['system-ipv6-capable', 'system-ipv4-capable', 'system-v1', 'no-nat', 'office']",Probe,2001:43f8:90:608:220:4aff:fec6:ccab,-20.2395,57.4995,446.0,196.192.112.229,MU,True,37708.0,37708.0,1598972000.0,1295085623.0,292254012.0,MU
1,196.192.112.0/23,1.0,Connected,2001:43f8:90::/48,True,1600959488.0,"['system-ipv4-stable-1d', 'system-ipv6-stable-1d', 'system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-ipv6-works', 'system-ipv4-works', 'system-v2-soekris', 'system-ipv6-capable', 'system-ipv4-capable', 'system-anchor']",Probe,2001:43f8:90:608::244,-20.2385,57.4995,6059.0,196.192.112.244,MU,True,37708.0,37708.0,1600392375.0,1399543273.0,190600561.0,MU
2,102.163.100.0/24,3.0,Abandoned,2001:4248::/32,True,1587702209.0,"['system-virtual', 'system-ipv6-capable', 'system-ipv4-capable', 'system-anchor']",Probe,2001:4248:f:0:102:163:100:12,-20.2385,57.4805,6578.0,102.163.100.12,MU,True,30999.0,30999.0,1587702209.0,1562862079.0,24734764.0,MU
3,102.163.98.0/24,1.0,Connected,2001:4248::/32,True,1600959488.0,"['system-ipv6-stable-1d', 'system-ipv4-stable-1d', 'system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-ipv6-works', 'system-ipv4-works', 'system-virtual', 'system-ipv6-capable', 'system-ipv4-capable', 'system-anchor']",Probe,2001:4248:f:0:102:163:98:10,-19.6825,63.4275,6610.0,102.163.98.10,MU,True,30999.0,30999.0,1597396593.0,1568283753.0,32624807.0,MU
4,197.226.250.0/24,3.0,Abandoned,,False,1527607705.0,"['system-dns-problem-suspected', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-20.3505,57.5495,11754.0,197.226.250.31,MU,True,23889.0,,1527607705.0,1491755421.0,32170098.0,MU
5,169.239.140.0/22,3.0,Abandoned,,False,1511880800.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-20.3515,57.5475,13703.0,169.239.140.62,MU,True,328019.0,,1511880800.0,1399597940.0,46764900.0,MU
6,41.136.192.0/21,3.0,Abandoned,,False,1539416249.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'nat']",Probe,,-19.9995,57.5515,13886.0,41.136.194.10,MU,True,23889.0,,1539416249.0,1392141432.0,139887622.0,MU
7,102.112.128.0/17,2.0,Disconnected,,False,1597143909.0,"['system-ipv4-capable', 'system-v3']",Probe,,-20.2905,57.5015,15294.0,102.112.128.30,MU,True,23889.0,,1597143909.0,1402417137.0,30004255.0,MU
8,196.12.128.0/19,3.0,Abandoned,,False,1427734334.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-auto-geoip-country', 'system-v3']",Probe,,-20.2805,57.5495,17945.0,,MU,False,21174.0,,1427734334.0,1414919430.0,1937360.0,MU
9,137.158.0.0/16,3.0,Abandoned,,False,1531815192.0,"['system-dns-problem-suspected', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-20.2125,57.4105,18771.0,137.158.58.175,MU,True,36982.0,,1531815192.0,1418068929.0,68611033.0,MU
10,102.112.128.0/17,1.0,Connected,,False,1600959488.0,"['system-ipv4-stable-1d', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-ipv4-works', 'system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-v3', 'nat', 'dsl']",Probe,,-20.3205,57.5275,19414.0,102.112.130.171,MU,True,23889.0,,1600874610.0,1405702493.0,169765150.0,MU
11,41.136.240.0/22,3.0,Abandoned,,False,1430499868.0,"['system-no-flash-drive', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'home', 'fibre']",Probe,,-20.2395,57.4605,20177.0,41.136.241.137,MU,True,23889.0,,1430499868.0,1417720745.0,4371415.0,MU
12,197.225.64.0/18,3.0,Abandoned,,False,1430457299.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-20.2685,57.4785,21439.0,197.225.84.139,MU,True,23889.0,,1430457299.0,1422786737.0,5652905.0,MU
13,197.225.64.0/18,3.0,Abandoned,,False,1450425665.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-20.2385,57.5685,22739.0,197.225.88.115,MU,True,23889.0,,1450425665.0,1435340510.0,14189430.0,MU
14,196.49.9.0/24,3.0,Abandoned,,False,1588756037.0,"['system-no-flash-drive', 'system-trying-to-connect', 'system-ipv6-capable', 'system-ipv4-capable', 'native-ipv4', 'system-v3', 'multihomed', 'native-ipv6', 'no-nat', 'ixp', 'datacentre']",Probe,2001:43f8:271:53:16cc:20ff:fef8:b210,-20.2525,57.4915,23580.0,196.49.9.52,MU,True,327821.0,,1588756037.0,1441975614.0,87083680.0,MU
15,105.235.154.0/24,3.0,Abandoned,,False,1439107715.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'lte', 'system-v3', 'nat', 'home', 'fibre']",Probe,,-20.3505,57.5495,27454.0,105.235.154.184,MU,True,30999.0,,1439107715.0,1433864355.0,4473825.0,MU
16,,0.0,Never Connected,,False,,"['system-flash-drive-filesystem-corrupted', 'system-firewall-problem-suspected', 'system-v3']",Probe,,-19.6825,63.4275,27501.0,,MU,True,,,,,0.0,MU
17,41.136.0.0/18,3.0,Abandoned,,False,1468344448.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-20.2985,57.4995,28448.0,,MU,False,23889.0,,1468344448.0,1465497108.0,1258162.0,MU
18,196.46.32.0/21,2.0,Disconnected,,False,1593181175.0,"['rcts', 'system-ipv4-rfc1918', 'system-ipv6-capable', 'system-ipv4-capable', 'system-v3']",Probe,2c0f:fe68:1100:f001:a62b:b0ff:fef1:5e08,-20.2425,57.4885,30021.0,196.46.36.17,MU,True,36868.0,,1593181175.0,1493790824.0,61425009.0,MU
19,196.46.32.0/21,3.0,Abandoned,2c0f:fe68::/32,False,1491818073.0,"['rcts', 'system-flash-drive-bad-or-too-small', 'system-ipv4-rfc1918', 'system-ipv6-capable', 'system-ipv4-capable', 'system-v3']",Probe,2c0f:fe68:1100:f001:ee08:6bff:fe73:403a,-20.2495,57.4885,30036.0,196.46.36.18,MU,True,36868.0,36868.0,1491818073.0,1484207839.0,541160.0,MU
20,196.46.48.0/21,1.0,Connected,,False,1600959488.0,"['system-ipv4-stable-1d', 'system-ipv4-stable-90d', 'system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'rcts', 'system-ipv4-capable', 'system-ipv4-works', 'system-v3']",Probe,,-20.1795,57.4695,30057.0,196.46.54.54,MU,True,36868.0,,1600849529.0,1490250238.0,66086210.0,MU
21,197.226.0.0/20,3.0,Abandoned,,False,1545667632.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-capable', 'system-v3']",Probe,,-20.3505,57.5515,33394.0,197.226.0.33,MU,True,23889.0,,1545667632.0,1512468547.0,32939682.0,MU
22,102.115.144.0/20,1.0,Connected,,False,1600959488.0,"['system-ipv4-stable-1d', 'system-ipv4-stable-30d', 'system-ipv4-stable-90d', 'system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-ipv4-works', 'system-v4', 'system-ipv4-rfc1918', 'system-ipv4-capable']",Probe,,-20.3505,57.5515,50085.0,,MU,False,23889.0,,1600891026.0,1543758707.0,56528592.0,MU
23,102.116.0.0/17,3.0,Abandoned,,False,1585210421.0,"['system-v4', 'system-ipv4-rfc1918', 'system-ipv4-capable']",Probe,,-20.2495,57.4795,50256.0,102.116.44.140,MU,True,23889.0,,1585210421.0,1542947675.0,1576221.0,MU
24,102.112.0.0/13,2.0,Disconnected,,False,1597399816.0,"['system-v4', 'system-ipv4-rfc1918', 'system-ipv4-capable']",Probe,,-20.2125,57.3985,51430.0,102.118.29.213,MU,True,23889.0,,1597399816.0,1588582773.0,7929348.0,MU
25,102.112.0.0/13,2.0,Disconnected,,False,1600857620.0,"['home', 'ipv4', 'fibre', 'system-software', 'system-ipv4-rfc1918', 'system-ipv4-capable']",Probe,,-20.2125,57.4095,1000940.0,102.118.41.64,MU,True,23889.0,,1600857620.0,1598340767.0,1451216.0,MU
0,196.1.92.0/22,1.0,Connected,2001:4278::/32,False,1600959483.0,"['system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-ipv6-doesnt-work', 'system-ipv4-works', 'system-ipv6-capable', 'system-ipv4-capable', 'system-v1', 'no-nat', 'office']",Probe,2001:4278:1000:1::16,14.6715,-17.4415,239.0,196.1.95.16,SN,True,8346.0,8346.0,1600810111.0,1291147153.0,264016726.0,SN
1,196.1.92.0/22,1.0,Connected,,False,1600959483.0,"['system-ipv4-stable-1d', 'system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-ipv4-works', 'system-ipv4-capable', 'system-v3', 'no-nat', 'academic', 'cable']",Probe,,14.7585,-17.3685,11383.0,196.1.95.103,SN,True,8346.0,,1600809314.0,1376928497.0,201307700.0,SN
2,41.82.96.0/19,3.0,Abandoned,,False,1428943903.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'nat']",Probe,,14.7585,-17.3685,14493.0,41.82.124.90,SN,True,8346.0,,1428943903.0,1392371460.0,23135988.0,SN
3,196.207.246.0/24,3.0,Abandoned,,False,1562595907.0,"['system-dns-problem-suspected', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'nat']",Probe,,14.7595,-17.3685,14494.0,196.207.246.214,SN,True,8346.0,,1562595907.0,1392374708.0,57502.0,SN
4,,0.0,Never Connected,,False,,"['system-dns-problem-suspected', 'system-v3']",Probe,,14.6715,-17.4285,15299.0,,SN,True,,,,,0.0,SN
5,196.207.192.0/18,3.0,Abandoned,,False,1432648523.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-auto-geoip-country', 'system-v3']",Probe,,13.9975,-14.0025,15310.0,,SN,False,8346.0,,1432648523.0,1410874503.0,20644979.0,SN
6,41.82.64.0/19,3.0,Abandoned,,False,1486162317.0,"['system-no-flash-drive', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,14.7095,-17.4805,15345.0,41.82.90.71,SN,True,8346.0,,1486162317.0,1409347437.0,48903095.0,SN
7,154.124.0.0/15,3.0,Abandoned,,False,1479683899.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,14.7605,-17.3705,15347.0,154.124.101.158,SN,True,8346.0,,1479683899.0,1409277624.0,49174295.0,SN
8,41.82.96.0/19,3.0,Abandoned,,False,1463596221.0,"['system-no-flash-drive', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,14.7175,-17.4595,15361.0,41.82.98.14,SN,True,8346.0,,1463596221.0,1409759463.0,38769685.0,SN
