Rank,asn_v4,AS_Name,CC,Users,country_pct,Internet_pct,Samples
13096,"AS25125","ISRAEL-LCL-NET-AS","IL",4402,0.07,0.0001,605
13097,"AS265954","LINNK WEB SOLUCOES EM INTERNET LTDA - ME","BR",4400,0.00,0.0001,425
13098,"AS263971","FaleMais Comunicaes LTDA","BR",4400,0.00,0.0001,425
13099,"AS49038","EUROLINE-TELECOM-AS","UA",4400,0.02,0.0001,953
13100,"AS266280","BERTOLDI  VENANCIO INTERNET VIA RADIO ME","BR",4400,0.00,0.0001,425
13101,"AS268339","","BR",4400,0.00,0.0001,425
13102,"AS266071","R3 INTERNET","BR",4400,0.00,0.0001,425
13103,"AS268410","","BR",4400,0.00,0.0001,425
13104,"AS205619","ASVESNET","CZ",4399,0.05,0.0001,438
13105,"AS16026","PETROM-NET Strada Coralilor nr. 22, Sector 1","RO",4397,0.04,0.0001,1068
13106,"AS34946","WETTERNET-AS WetterNet Sweden","SE",4396,0.05,0.0001,371
13107,"AS206814","VILLANET-AS","RU",4396,0.00,0.0001,620
13108,"AS43132","KBT-AS Branch, former Kabbalktelecom","RU",4396,0.00,0.0001,620
13109,"AS56043","PEPSI-SG 99 Bukit Timah Road","DE",4396,0.01,0.0001,273
13110,"AS49004","","DE",4396,0.01,0.0001,273
13111,"AS35588","LIS Lis Broadband Cable ISP Network","UA",4395,0.02,0.0001,952
13112,"AS47349","BRT","UA",4395,0.02,0.0001,952
13113,"AS58345","DINFOTECASN","ES",4394,0.01,0.0001,446
13114,"AS41305","FASTIV-AS","UA",4390,0.02,0.0001,951
13115,"AS265103","Biplink Servicos de Comunicao Multimidia Ltda ME","BR",4389,0.00,0.0001,424
13116,"AS48943","KAPPERNET","AT",4389,0.06,0.0001,310
13117,"AS61372","AZIMUTTELECOM-AS -- RT --","RU",4388,0.00,0.0001,619
13118,"AS58907","AAPPL-AS-AP Acquire Asia Pacific Pty Ltd","PH",4387,0.01,0.0001,509
13119,"AS14626","COLUMBIA-HCA - ColumbiaHCA Healthcare, Inc.","US",4385,0.00,0.0001,1105
13120,"AS133450","CU-AS-AP University Of Chittagong","BD",4384,0.02,0.0001,640
13121,"AS203821","IT4-POLSKA","PL",4384,0.02,0.0001,806
13122,"AS265724","Teneda Corporacin CIA. LDTA","EC",4382,0.06,0.0001,675
13123,"AS393950","FIBERINDY - FiberIndy","US",4381,0.00,0.0001,1104
13124,"AS29709","NEONET - Northeast Ohio Network for Education Technology","US",4381,0.00,0.0001,1104
13125,"AS197588","G-NET-AS","PL",4379,0.02,0.0001,805
13126,"AS52680","BLZNET SERVICOS DE INTERNET LTDA - ME","BR",4379,0.00,0.0001,423
13127,"AS266588","CONNECT SERVICOS DE INTERNET LTDA - ME","BR",4379,0.00,0.0001,423
13128,"AS48626","QUARTO-AS","PL",4379,0.02,0.0001,805
13129,"AS267367","","BR",4379,0.00,0.0001,423
13130,"AS37489","ABARICOMMOZ","MZ",4378,0.22,0.0001,253
13131,"AS21668","ENET - ElbertonNet","US",4377,0.00,0.0001,1103
13132,"AS37544","SOTEL-TCHAD","CM",4377,0.10,0.0001,337
13133,"AS196812","SIGMA-AS","RU",4374,0.00,0.0001,617
13134,"AS7718","TRANSACT-SDN-AS TransACT Capital Communications Pty Limited","AU",4373,0.02,0.0001,346
13135,"AS197846","SAOCOMP-AS","CZ",4369,0.05,0.0001,435
13136,"AS264176","Toebe  Bortoli Ltda - ME","BR",4369,0.00,0.0001,422
13137,"AS266449","INTERLIGA SOLUCOES TECNOLOGICAS LTDA - ME","BR",4369,0.00,0.0001,422
13138,"AS267105","TECHZONE PROVEDOR","BR",4369,0.00,0.0001,422
13139,"AS5377","MARLINK-EMEA","FR",4369,0.01,0.0001,609
13140,"AS51944","PROMEDIA-IPV-AS","PL",4368,0.02,0.0001,803
13141,"AS60043","CENTRODOM-AS","RU",4367,0.00,0.0001,616
13142,"AS57679","TRK-TONUS-AS","RU",4367,0.00,0.0001,616
13143,"AS266743","","AR",4366,0.01,0.0001,699
13144,"AS63483","SKYNET-AS-1 - Skynet","US",4362,0.00,0.0001,1099
13145,"AS34804","EUROTELECOM-AS","RU",4360,0.00,0.0001,615
13146,"AS49880","NEWTECH-AS","RU",4360,0.00,0.0001,615
13147,"AS5664","SHERIDAN-NET - Sheridan College","CA",4360,0.01,0.0001,614
13148,"AS206350","OMREN","OM",4359,0.12,0.0001,500
13149,"AS8511","AS8511-AI Bishkek, Kyrgyzstan","KG",4359,0.20,0.0001,422
13150,"AS205968","ASGENERALNET","CZ",4359,0.05,0.0001,434
13151,"AS22140","T-MOBILE-AS22140 - T-Mobile USA, Inc.","US",4358,0.00,0.0001,1098
13152,"AS267131","MT-TELECOM SUL","BR",4358,0.00,0.0001,421
13153,"AS52587","Joo M. S. de Almeida junior  Cia ltda","BR",4358,0.00,0.0001,421
13154,"AS267621","IFIBER TELECOM","BR",4358,0.00,0.0001,421
13155,"AS268239","","BR",4358,0.00,0.0001,421
13156,"AS267098","EMILIANO CAETANO PEREIRA NETO - ME","BR",4358,0.00,0.0001,421
13157,"AS263561","RODRIGO BORGHI DA SILVA  CIA LTDA","BR",4358,0.00,0.0001,421
13158,"AS35017","SWIFTWAY-AS Netherlands","US",4358,0.00,0.0001,1098
13159,"AS48094","ELECTRA-UA-AS","UA",4358,0.02,0.0001,944
13160,"AS265420","ANTONIO CARLOS ATELLA FERREIRA JUNIOR","BR",4358,0.00,0.0001,421
13161,"AS263393","ELI ANTONIO MARTINS ME","BR",4358,0.00,0.0001,421
13162,"AS264631","RED PARAGUAYA DE TELECOMUNICACIONES SA","PY",4357,0.13,0.0001,494
13163,"AS202053","UPCLOUD","GB",4356,0.01,0.0001,532
13164,"AS7352","WECOM-INC - WECOM INC","US",4354,0.00,0.0001,1097
13165,"AS1216","ORACLE-EUROPE-AS - Oracle Corporation","US",4354,0.00,0.0001,1097
13166,"AS43564","CRIMEAN-TELECOMMUNICATIONS","RU",4353,0.00,0.0001,614
13167,"AS42084","SKOMUR-AS","PL",4351,0.02,0.0001,800
13168,"AS57269","DIGISPAINTELECOM","RO",4351,0.04,0.0001,1057
13169,"AS30954","LLCSPACENET-AS","UA",4349,0.02,0.0001,942
13170,"AS133673","KWIKZO-AS KWIKZO.Com Technology Private Limited","IN",4349,0.00,0.0001,609
13171,"AS50052","TORA-AS","UA",4349,0.02,0.0001,942
13172,"AS266962","G M DA COSTA INTERNET","BR",4348,0.00,0.0001,420
13173,"AS2686","ATGS-MMD-AS - ATT Global Network Services, LLC","DE",4348,0.01,0.0001,270
13174,"AS15496","","FI",4348,0.08,0.0001,281
13175,"AS17444","NWT-AS-AP AS number for New World Telephone Ltd.","HK",4348,0.08,0.0001,2235
13176,"AS2494","MUWNET MUWNET Autonomous System","AT",4347,0.06,0.0001,307
13177,"AS265748","GLNet SRL","AR",4347,0.01,0.0001,696
13178,"AS50367","BENET-AS","RU",4346,0.00,0.0001,613
13179,"AS48119","MULTIFOX","PL",4346,0.02,0.0001,799
13180,"AS17683","WINTECH-COM Wingtechnology Communications, Inc.","JP",4345,0.00,0.0001,263
13181,"AS131929","FRUITSNET Yamanashi CATV Co,. ltd","JP",4345,0.00,0.0001,263
13182,"AS62028","DOMTELE-AS","UA",4344,0.02,0.0001,941
13183,"AS7577","VTC-AS-AP Vocational Training Council Hong Kong","HK",4344,0.08,0.0001,2233
13184,"AS138623","","BD",4343,0.02,0.0001,634
13185,"AS25930","GENESIS-HEALTHCARE - Genesis Healthcare Corporation","US",4342,0.00,0.0001,1094
13186,"AS199860","SDN-AS","RU",4339,0.00,0.0001,612
13187,"AS198002","FDLNET-CZ-AS","CZ",4339,0.05,0.0001,432
13188,"AS56493","DLINE-AS","RU",4339,0.00,0.0001,612
13189,"AS24658","IVC-AS","RU",4339,0.00,0.0001,612
13190,"AS4454","TNET-AS - State of Tennessee","US",4338,0.00,0.0001,1093
13191,"AS267542","ED-LINK TELECOM","BR",4337,0.00,0.0001,419
13192,"AS264516","A.M.A TELECOM","BR",4337,0.00,0.0001,419
13193,"AS266427","CINTIA AUXILIADORA DE ALCANTARA BARBOSA - ME","BR",4337,0.00,0.0001,419
13194,"AS203499","WI-NET-SOLIS-AS","ES",4335,0.01,0.0001,440
13195,"AS206369","ASTELEKOM","PL",4335,0.02,0.0001,797
13196,"AS30710","SPECT-19-AS - Spectrum Health","US",4334,0.00,0.0001,1092
13197,"AS39550","KPMG-UK-LLP-AS","GB",4332,0.01,0.0001,529
13198,"AS58111","VESTASDK-AS","DK",4332,0.08,0.0001,364
13199,"AS25467","AKTON-AS Akton Autonomous System","SI",4331,0.29,0.0001,1691
13200,"AS206182","GLOBALCOMBASILICATA","IT",4330,0.01,0.0001,694
13201,"AS49300","IBSELEKTR-AS","PL",4330,0.02,0.0001,796
13202,"AS205146","AVANET-AS","PL",4330,0.02,0.0001,796
13203,"AS56639","AS-PESM","UA",4330,0.02,0.0001,938
13204,"AS203550","I2NET","CZ",4329,0.05,0.0001,431
13205,"AS59104","SOKAU-AS Soka University","JP",4328,0.00,0.0001,262
13206,"AS28007","Gold Data C.A.","PA",4328,0.23,0.0001,645
13207,"AS52938","EMA Comrcio de Eletrnicos e Servicos Ltda.","BR",4327,0.00,0.0001,418
13208,"AS264507","EMPREL - EMPRESA MUNICIPAL DE INFORMATICA","BR",4327,0.00,0.0001,418
13209,"AS268189","","BR",4327,0.00,0.0001,418
13210,"AS263076","Universidade Estadual de Maring - UEM","BR",4327,0.00,0.0001,418
13211,"AS266631","Enoki  Ruiz Ltda - ME","BR",4327,0.00,0.0001,418
13212,"AS4262","CERNET-ASN-BLOCK - California Education and Research Federation Network","US",4326,0.00,0.0001,1090
13213,"AS20709","TICOM-AS","UA",4326,0.02,0.0001,937
13214,"AS8941","MRSU-AS","RU",4325,0.00,0.0001,610
13215,"AS204993","ATRESMEDIA","ES",4325,0.01,0.0001,439
13216,"AS52259","SERVICIOS DE TECNOLOGIA APLICADA SRL","AR",4322,0.01,0.0001,692
13217,"AS132678","IDNIC-UNEJ-AS-ID Universitas Jember","ID",4322,0.01,0.0001,1215
13218,"AS24525","SAP-AS-ID PT Solusi Aksesindo Pratama","ID",4318,0.01,0.0001,1214
13219,"AS268062","","BR",4317,0.00,0.0001,417
13220,"AS264286","CRICCA COMERCIAL LTDA","BR",4317,0.00,0.0001,417
13221,"AS264597","Via Sul Provedor de Acesso a Internet LTDA","BR",4317,0.00,0.0001,417
13222,"AS263978","ZANNI e ZANNI PROVEDOR DE INTERNET LTDA - ME","BR",4317,0.00,0.0001,417
13223,"AS268304","","BR",4317,0.00,0.0001,417
13224,"AS265265","S.D de Medeiros e Cia Ltda","BR",4317,0.00,0.0001,417
13225,"AS265007","Discovery Net","BR",4317,0.00,0.0001,417
13226,"AS203704","ASVIDEOCAM","ES",4316,0.01,0.0001,438
13227,"AS3495","SENATE-AS - US Senate","US",4314,0.00,0.0001,1087
13228,"AS135209","INFINITYWIRELESS-AS infinity wireless services private limited","IN",4314,0.00,0.0001,604
13229,"AS198499","QUNIV","QA",4312,0.17,0.0001,591
13230,"AS49439","LINK-SPB-AS","RU",4310,0.00,0.0001,608
13231,"AS39432","AHI-AS","SA",4310,0.02,0.0001,455
13232,"AS38083","CURTIN-UNI-AS-AP Curtin University","AU",4310,0.02,0.0001,341
13233,"AS267741","","AR",4310,0.01,0.0001,690
13234,"AS28094","Southern Cable Network","BZ",4309,2.46,0.0001,1964
13235,"AS136032","NEWMOUNTAINVIEW-AS-AP NewMountainView Satellite Corporation","PH",4309,0.01,0.0001,500
13236,"AS28327","PS5 Internet","BR",4306,0.00,0.0001,416
13237,"AS203684","IMENSANAT","IR",4306,0.01,0.0001,245
13238,"AS46986","RITTCT020 - Tri-County Telephone Inc.","US",4306,0.00,0.0001,1085
13239,"AS52592","CELINO RIBEIRO SERVICOS DE TELECOMUNICACOES LTDA -","BR",4306,0.00,0.0001,416
13240,"AS28254","Arganet Comunicao e Monitoramento Digital Ltda","BR",4306,0.00,0.0001,416
13241,"AS136305","NETVSN-AS-IN Netvision Awadh Networks Private Limited","IN",4306,0.00,0.0001,603
13242,"AS28195","Com4 Data Center Eireli EPP","BR",4306,0.00,0.0001,416
13243,"AS2060","FR-RENATER RENATERASNBLOCK1","FR",4304,0.01,0.0001,600
13244,"AS9872","ITNET-NZ-AS-AP Actrix Networks Ltd","NZ",4304,0.10,0.0001,368
13245,"AS2821","PL-MAXNET-AS","PL",4303,0.02,0.0001,791
13246,"AS16941","CENTURYLINK-LEGACY-FUSEPOINT-ROUNDHEAVEN - Savvis","CA",4303,0.01,0.0001,606
13247,"AS13077","NCFU","RU",4303,0.00,0.0001,607
13248,"AS21632","CYBERNET1 - Cybernet1, Inc.","US",4302,0.00,0.0001,1084
13249,"AS52510","MI INTERNET SPA","CL",4302,0.03,0.0001,611
13250,"AS133491","STI-IN Synchronoss Technologies India Private Limited","IN",4299,0.00,0.0001,602
13251,"AS39522","CONVERGED","GB",4299,0.01,0.0001,525
13252,"AS26484","HOSTSPACE - HOSTSPACE NETWORKS LLC","US",4298,0.00,0.0001,1083
13253,"AS205","MONTCLAIR-AS - Montclair State University","US",4298,0.00,0.0001,1083
13254,"AS33901","CONNECTA-AS","PL",4297,0.02,0.0001,790
13255,"AS198518","MILICHSOFT-NET-AS","PL",4297,0.02,0.0001,790
13256,"AS198454","SISTEC-AS","ES",4296,0.01,0.0001,436
13257,"AS264940","InfoTelecom Banda Larga","BR",4296,0.00,0.0001,415
13258,"AS53214","JDNET TELECOM LTDA. - ME","BR",4296,0.00,0.0001,415
13259,"AS268037","","BR",4296,0.00,0.0001,415
13260,"AS266239","WINDTEL SERVIOS DE TELECOMUNICAES LTDA","BR",4296,0.00,0.0001,415
13261,"AS132356","CAG-IT-SG 60 Airport Boulevard","SG",4295,0.09,0.0001,1269
13262,"AS42708","PORTLANE www.portlane.com","NO",4295,0.08,0.0001,401
13263,"AS35385","QOU","PS",4294,0.13,0.0001,231
13264,"AS20214","COMCAST-20214 - Comcast Cable Communications, LLC","US",4294,0.00,0.0001,1082
13265,"AS3659","CLAREMONT - Claremont University Consortium","US",4294,0.00,0.0001,1082
13266,"AS61371","STARNET-UA-AS","UA",4294,0.02,0.0001,930
13267,"AS199039","CAMPANIACOM-AS","IT",4292,0.01,0.0001,688
13268,"AS15474","RHNET SURISRHnet","IS",4290,1.26,0.0001,338
13269,"AS200442","KRLAN-AS AS-SET AS-KRLAN","RU",4289,0.00,0.0001,605
13270,"AS327886","Central-University-AS","GH",4288,0.05,0.0001,513
13271,"AS266032","T.A.LUIZ ELETRONICO LTDA - ME","BR",4286,0.00,0.0001,414
13272,"AS203811","MADAR","IQ",4286,0.08,0.0001,2018
13273,"AS264896","NET MIMO INTERNET LTDA - ME","BR",4286,0.00,0.0001,414
13274,"AS37545","BBSS","BI",4286,2.48,0.0001,583
13275,"AS28602","CENTRO DE PROC. DE DADOS DO ESTADO DE MATO GROSSO","BR",4286,0.00,0.0001,414
13276,"AS39365","MICROLINES-AS","LV",4286,0.29,0.0001,682
13277,"AS263112","NETDRP SERVIOS DE INTERNET LTDA.","BR",4286,0.00,0.0001,414
13278,"AS264741","VIDEO VISION CENTRO S.A.","AR",4285,0.01,0.0001,686
13279,"AS40676","AS40676 - Psychz Networks","NL",4284,0.03,0.0001,444
13280,"AS58073","YISP-AS","NL",4284,0.03,0.0001,444
13281,"AS42998","PUSHKINO-AS","RU",4282,0.00,0.0001,604
13282,"AS13451","SMW-AS - Saddle Mountain Wireless Inc.","US",4282,0.00,0.0001,1079
13283,"AS56449","MULTIHUNER-","PL",4281,0.02,0.0001,787
13284,"AS265866","CORTEZ RAUL OMAR (ZETRO INTERNET)","AR",4279,0.01,0.0001,685
13285,"AS133731","TOINTER-AS-AP Xinyuan Interconnect (HK) Limited","JP",4279,0.00,0.0001,259
13286,"AS196822","SELECTSYSTEM-AS","CZ",4279,0.05,0.0001,426
13287,"AS46171","CFBISD-AS1 - Carrollton-Farmers Branch Independent School Dist.","US",4278,0.00,0.0001,1078
13288,"AS56902","Reserved (ripencc)","LB",4278,0.09,0.0001,716
13289,"AS37006","LiquidTelecommunicationRwanda","MU",4277,0.79,0.0001,1241
13290,"AS49701","RIA-LINK-AS","RU",4275,0.00,0.0001,603
13291,"AS263584","WanHouse Solucoes em Tecnologia LTDA - EPP","BR",4275,0.00,0.0001,413
13292,"AS263291","SAVNET TELECOMUNICAES LTDA","BR",4275,0.00,0.0001,413
13293,"AS264047","MARIA FABIANA DOS SANTOS ARAUJO - ME","BR",4275,0.00,0.0001,413
13294,"AS266011","FABLINUXER CONNECT TELECOMUNICAES","BR",4275,0.00,0.0001,413
13295,"AS263391","Virtulnet Telecom","BR",4275,0.00,0.0001,413
13296,"AS263848","Microsol .Com.Repar.Equip.Eletronicos Ltda ME","BR",4275,0.00,0.0001,413
13297,"AS264082","NATIVA NETWORK LTDA - ME","BR",4275,0.00,0.0001,413
13298,"AS267499","WAGNER BARBOSA DA COSTA - ME","BR",4275,0.00,0.0001,413
13299,"AS264560","PORTO SEGURO TELECOMUNICAES","BR",4275,0.00,0.0001,413
13300,"AS33748","DSCI - DSCI Corporation","US",4274,0.00,0.0001,1077
13301,"AS265699","Hidalgo Mario Gabriel (TACHICOM REDESTELECOMUNICACIONES)","AR",4272,0.01,0.0001,684
13302,"AS51130","JN-AS","IR",4271,0.01,0.0001,243
13303,"AS7015","COMCAST-7015 - Comcast Cable Communications, LLC","US",4270,0.00,0.0001,1076
13304,"AS31328","SCHNEIDER-AS","FR",4268,0.01,0.0001,595
13305,"AS20473","AS-CHOOPA - Choopa, LLC","GR",4267,0.06,0.0001,1945
13306,"AS29286","SKYLOGIC-AS","DE",4267,0.01,0.0001,265
13307,"AS3166","OREBRO","SE",4266,0.05,0.0001,360
13308,"AS29337","DRAGONET-AS","ES",4266,0.01,0.0001,433
13309,"AS20222","PLTE - Plant Telephone Company","US",4266,0.00,0.0001,1075
13310,"AS131306","CCI-AS-AP CITI Cableworld Inc.","PH",4266,0.01,0.0001,495
13311,"AS27823","Dattatec.com","AR",4266,0.01,0.0001,683
13312,"AS267502","SSNet Provedor","BR",4265,0.00,0.0001,412
13313,"AS29587","SCHEDOM-AS brussels","BE",4263,0.04,0.0001,353
13314,"AS48371","WESTLAN-AS","RU",4261,0.00,0.0001,601
13315,"AS58271","VSERVER-AS","UA",4261,0.02,0.0001,923
13316,"AS29119","SERVIHOSTING-AS AireNetworks - StackScale","DK",4260,0.08,0.0001,358
13317,"AS29414","ASN-BIAMAN-COM MSK BIAMAN","PL",4259,0.02,0.0001,783
13318,"AS133407","FIELD-AU Field Core Networks","AU",4259,0.02,0.0001,337
13319,"AS202126","","PL",4259,0.02,0.0001,783
13320,"AS14188","ASHLANDFIBERNETWORK - Ashland Fiber Network","US",4258,0.00,0.0001,1073
13321,"AS48737","DORATELEKOM","TR",4258,0.01,0.0001,1775
13322,"AS57999","DATANETISP-AS","UA",4257,0.02,0.0001,922
13323,"AS49740","GGN","BG",4255,0.10,0.0001,2331
13324,"AS267390","","BR",4255,0.00,0.0001,411
13325,"AS262822","WE RADIO COMUNICAES LTDA EPP","BR",4255,0.00,0.0001,411
13326,"AS265467","LOCALL TELECOM LTDA. - ME","BR",4255,0.00,0.0001,411
13327,"AS267521","GONCALVES E MENDES INFORMATICA E TELECOMUNICACOES","BR",4255,0.00,0.0001,411
13328,"AS267116","W J DOS SANTOS INTERNET","BR",4255,0.00,0.0001,411
13329,"AS262641","SNI Telecom","BR",4255,0.00,0.0001,411
13330,"AS268637","","BR",4255,0.00,0.0001,411
13331,"AS265118","Diego Kremer dos Santos ME","BR",4255,0.00,0.0001,411
13332,"AS24989","IXEUROPE-DE-FRANKFURT-ASN Equinix Germany (Previously IX Europe Germany AS)","DE",4251,0.01,0.0001,264
13333,"AS29515","HZD-AS Mainzer Str. 29","DE",4251,0.01,0.0001,264
13334,"AS53507","MILLRY-TELCO - Millry Telephone Co Inc.","US",4250,0.00,0.0001,1071
13335,"AS26903","SALISBURY-ASN - City of Salisbury, North Carolina","US",4250,0.00,0.0001,1071
13336,"AS27496","AS27496 - VENETIAN CASINO RESORT, LLC","US",4250,0.00,0.0001,1071
13337,"AS51263","COUNTYBB","GB",4250,0.01,0.0001,519
13338,"AS14138","OCPS - Orange County Public Schools","US",4250,0.00,0.0001,1071
13339,"AS262245","UNIVERSIDAD DE LA SABANA","CO",4249,0.02,0.0001,659
13340,"AS199378","DBS-AS","PL",4248,0.02,0.0001,781
13341,"AS201847","ELEKTRONICA Wireless Internet Service Provider","IT",4248,0.01,0.0001,681
13342,"AS265537","Road9 VASP S de RL de CV","MX",4248,0.01,0.0001,860
13343,"AS38844","NTNU-TW National Taiwan Normal University","TW",4248,0.02,0.0001,1206
13344,"AS29612","PRISANET-AS","ES",4247,0.01,0.0001,431
13345,"AS200000","UKRAINE-AS","UA",4247,0.02,0.0001,920
13346,"AS45027","INETTECH-AS","RU",4247,0.00,0.0001,599
13347,"AS15596","INTERLINK","UA",4247,0.02,0.0001,920
13348,"AS131357","DUYTAN-AS-VN DUYTAN University","VN",4246,0.01,0.0001,635
13349,"AS17062","HPES - Hewlett-Packard Company","US",4246,0.00,0.0001,1070
13350,"AS7468","CYBEREC-AS-AP Cyber Express Communication Ltd.","HK",4246,0.08,0.0001,2183
13351,"AS267603","rp.netmania telecom eirele - me","BR",4244,0.00,0.0001,410
13352,"AS268098","","BR",4244,0.00,0.0001,410
13353,"AS265112","Dgito Telecomunicaes e Informtica Ltda Me","BR",4244,0.00,0.0001,410
13354,"AS267444","CENTRO.COM - INTERNET, COMPUTADORES E SERVIOS","BR",4244,0.00,0.0001,410
13355,"AS53114","Nha Chica Provedor de Internet Resendenet Ltda","BR",4244,0.00,0.0001,410
13356,"AS266547","Fastsignal Com. e Serv. de informtica Ltda","BR",4244,0.00,0.0001,410
13357,"AS24577","ONEFONE","PL",4243,0.02,0.0001,780
13358,"AS35491","TPNETS","PL",4243,0.02,0.0001,780
13359,"AS198338","BELNET-NG-AS","UA",4243,0.02,0.0001,919
13360,"AS48634","RTISPA","IT",4242,0.01,0.0001,680
13361,"AS56478","BCUBE-AS","SE",4242,0.05,0.0001,358
13362,"AS199048","KRAKRA-AS","BG",4240,0.10,0.0001,2323
13363,"AS43277","FXBNET","RS",4240,0.09,0.0001,1730
13364,"AS29384","QATAR-FOUNDATION","QA",4239,0.17,0.0001,581
13365,"AS11105","SFU-AS - Simon Fraser University","CA",4239,0.01,0.0001,597
13366,"AS203012","GESTIONIZA","ES",4237,0.01,0.0001,430
13367,"AS33873","ARVATO-SYSTEMS-AS *","DE",4235,0.01,0.0001,263
13368,"AS266523","ADW Telecom","BR",4234,0.00,0.0001,409
13369,"AS132077","FMGL-AU Fortescue Metals Group Ltd","AU",4234,0.02,0.0001,335
13370,"AS263904","Net-blade Comunicaes ltda","BR",4234,0.00,0.0001,409
13371,"AS52035","TELESAT","SI",4234,0.28,0.0001,1653
13372,"AS262436","E. B. Sanches Informtica Ltda.","BR",4234,0.00,0.0001,409
13373,"AS52080","Reserved (ripencc)","CY",4233,0.49,0.0001,1033
13374,"AS1840","Universidad de Las Americas-Puebla","MX",4233,0.01,0.0001,857
13375,"AS56949","LANNET-AS","PL",4232,0.02,0.0001,778
13376,"AS24645","ITI","LT",4232,0.19,0.0001,765
13377,"AS33187","SHSU-AS-1 - Sam Houston State University","US",4231,0.00,0.0001,1066
13378,"AS201548","MILANZELENKA Maxicom","CZ",4228,0.04,0.0001,421
13379,"AS135826","SYNTEGOP-AS-IN Syntego Technologies India Private Limited","IN",4228,0.00,0.0001,592
13380,"AS55145","ECFIBER - ValleyNet, Inc.","US",4227,0.00,0.0001,1065
13381,"AS203712","XARTIC","ES",4227,0.01,0.0001,429
13382,"AS27471","SYMN - Symantec Corporation","ES",4227,0.01,0.0001,429
13383,"AS13776","QX-NET-ASN-1 - QX.Net","US",4227,0.00,0.0001,1065
13384,"AS44735","SIP-ASN","IS",4227,1.24,0.0001,333
13385,"AS50613","THORDC-AS","IS",4227,1.24,0.0001,333
13386,"AS11320","LIGHTEDGE-AS-02 - LightEdge Solutions","US",4227,0.00,0.0001,1065
13387,"AS31412","SMTVSAT-ASTRAL-AS","PL",4226,0.02,0.0001,777
13388,"AS50016","FORTES-AS","PL",4226,0.02,0.0001,777
13389,"AS201893","BLUE-DOT-AS","PL",4226,0.02,0.0001,777
13390,"AS55303","EAGLENET-AP 60 Market Square,P.O. Box 364","MY",4225,0.02,0.0001,688
13391,"AS199653","ARUBAFR-AS","FR",4225,0.01,0.0001,589
13392,"AS41129","PIVNICH-LINE-AS","UA",4224,0.02,0.0001,915
13393,"AS52984","CS-NET Informtica e Tecnologia Ltda.","BR",4224,0.00,0.0001,408
13394,"AS18564","SJU149068 - St. Johns University, New York","US",4223,0.00,0.0001,1064
13395,"AS23410","NET-NASSAU-BOCES - Nassau County BOCES","US",4223,0.00,0.0001,1064
13396,"AS12179","INTERNAP-2BLK - Internap Network Services Corporation","US",4223,0.00,0.0001,1064
13397,"AS135893","LATROBEUNIVERSITY-AS-AP La Trobe University","AU",4221,0.02,0.0001,334
13398,"AS137276","ASIABRIDGETELECOM-AS-AP Asia Bridge Telecom","AF",4220,0.17,0.0001,335
13399,"AS10162","SNUH-AS-KR SNUH","KR",4220,0.01,0.0001,448
13400,"AS131464","DJBL-AS-AP Digi Jadoo Broadband Ltd","BD",4220,0.02,0.0001,616
13401,"AS46685","MURPHY-CATV - Murphy Cable TV","US",4219,0.00,0.0001,1063
13402,"AS24953","ASN-CARRIER66 AS MACRO AS-24953 (customers)","AT",4219,0.06,0.0001,298
13403,"AS23546","DELCOM-ASN - Delcom, Inc.","US",4219,0.00,0.0001,1063
13404,"AS32204","KPUNET - KPU Telecommunications","US",4215,0.00,0.0001,1062
13405,"AS202257","","PL",4215,0.02,0.0001,775
13406,"AS36734","PAXIO-SFBA - Paxio Inc.","US",4215,0.00,0.0001,1062
13407,"AS17202","FGCU-FTM1 - Florida Gulf Coast University","US",4215,0.00,0.0001,1062
13408,"AS135716","SATINT-AS Sat International Private Limited","IN",4214,0.00,0.0001,590
13409,"AS268465","","BR",4213,0.00,0.0001,407
13410,"AS265116","NEW WAVE NET","BR",4213,0.00,0.0001,407
13411,"AS266250","EVERSON DOS SANTOS INFORMATICA - ME","BR",4213,0.00,0.0001,407
13412,"AS265078","JHS TELECOMUNICAOES LTDA","BR",4213,0.00,0.0001,407
13413,"AS267366","","BR",4213,0.00,0.0001,407
13414,"AS265424","Horizontes Telecom LTDA","BR",4213,0.00,0.0001,407
13415,"AS18276","KAISER Kansai University","JP",4212,0.00,0.0001,255
13416,"AS13778","JOHNSON-AND-JOHNSON - Johnson  Johnson","US",4211,0.00,0.0001,1061
13417,"AS395148","PACLW - Pacific Lightwave, Inc.","US",4211,0.00,0.0001,1061
13418,"AS52350","Cooperativa de Electricidad, Obras y Servicios Pblicos Suipacha JJ Almeira Ltda.","AR",4210,0.01,0.0001,674
13419,"AS265775","AUSTRONET","EC",4207,0.06,0.0001,648
13420,"AS64225","CCC-MNT - Community Communications Company","US",4207,0.00,0.0001,1060
13421,"AS40245","WAKE-FOREST-UNIVERSITY - Wake Forest University","US",4207,0.00,0.0001,1060
13422,"AS13474","Banco de Galicia y Buenos Aires","AR",4204,0.01,0.0001,673
13423,"AS268364","","BR",4203,0.00,0.0001,406
13424,"AS24845","LHM-AS","DE",4203,0.01,0.0001,261
13425,"AS264517","GM NETWORK TELECOMUNICACOES LTDA - ME","BR",4203,0.00,0.0001,406
13426,"AS52911","netstore tecnologia ltda","BR",4203,0.00,0.0001,406
13427,"AS268455","","BR",4203,0.00,0.0001,406
